<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.05.05	0.89080	0.90110	0.89030	0.89690	6284	0	50
2000.05.08	0.89650	0.90450	0.89140	0.89680	6808	0	50
2000.05.09	0.89690	0.90930	0.89450	0.90850	5840	0	50
2000.05.10	0.90830	0.91320	0.90340	0.90360	6475	0	50
2000.05.11	0.90350	0.91100	0.89880	0.90150	6594	0	50
2000.05.12	0.90180	0.92010	0.89790	0.91850	6245	0	50
2000.05.15	0.91790	0.91900	0.90660	0.90780	5044	0	50
2000.05.16	0.90670	0.91080	0.89960	0.90040	5788	0	50
2000.05.17	0.90040	0.90300	0.88910	0.89470	5844	0	50
2000.05.18	0.89490	0.89710	0.89050	0.89430	5971	0	50
2000.05.19	0.89460	0.89980	0.88440	0.89700	6147	0	50
2000.05.22	0.89740	0.90730	0.89520	0.90250	5871	0	50
2000.05.23	0.90250	0.91560	0.90180	0.90700	6840	0	50
2000.05.24	0.90690	0.91300	0.90250	0.90290	6245	0	50
2000.05.25	0.90270	0.91340	0.89780	0.91250	6035	0	50
2000.05.26	0.91270	0.93360	0.91120	0.93150	6312	0	50
2000.05.29	0.93280	0.93350	0.92380	0.92690	5126	0	50
2000.05.30	0.92690	0.94120	0.92420	0.92930	6497	0	50
2000.05.31	0.92920	0.93820	0.92660	0.93700	6082	0	50
2000.06.01	0.93710	0.93790	0.92840	0.93160	4850	0	50
2000.06.02	0.93180	0.94980	0.92970	0.94580	5943	0	50
2000.06.05	0.94570	0.94930	0.94110	0.94700	5556	0	50
2000.06.06	0.94690	0.95990	0.94490	0.95430	5798	0	50
2000.06.07	0.95410	0.96270	0.95300	0.96080	6207	0	50
2000.06.08	0.96090	0.97000	0.95080	0.95460	6504	0	50
2000.06.09	0.95450	0.95700	0.94570	0.95330	6198	0	50
2000.06.12	0.95370	0.95640	0.94900	0.95370	5069	0	50
2000.06.13	0.95380	0.96270	0.95200	0.95830	5405	0	50
2000.06.14	0.95830	0.96540	0.95690	0.95720	5719	0	50
2000.06.15	0.95720	0.96040	0.95000	0.95400	5890	0	50
2000.06.16	0.95420	0.96600	0.94960	0.96430	5757	0	50
2000.06.19	0.96370	0.96930	0.95620	0.95670	5726	0	50
2000.06.20	0.95660	0.96160	0.95290	0.95400	5908	0	50
2000.06.21	0.95420	0.95470	0.94300	0.94500	5810	0	50
2000.06.22	0.94490	0.94750	0.93480	0.93590	5907	0	50
2000.06.23	0.93580	0.94310	0.93380	0.93620	5564	0	50
2000.06.26	0.93620	0.93970	0.92960	0.93690	5658	0	50
2000.06.27	0.93690	0.94710	0.93520	0.94600	5627	0	50
2000.06.28	0.94600	0.94680	0.93980	0.94190	5556	0	50
2000.06.29	0.94170	0.95370	0.94130	0.95120	5732	0	50
