<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.03.11	4336.1	4342.9	4304.3	4305.4	466	0	0
2015.03.12	4302.7	4339.2	4300.9	4336.2	432	0	0
2015.03.13	4328.1	4347.9	4289.3	4314.9	1041	0	0
2015.03.16	4338.3	4371.5	4327.3	4370.5	563	0	0
2015.03.17	4355.8	4385.0	4349.7	4375.6	509	0	0
2015.03.18	4366.8	4440.5	4344.5	4422.5	1364	0	0
2015.03.19	4424.8	4440.0	4419.8	4426.8	385	0	0
2015.03.20	4468.3	4478.7	4456.4	4458.5	349	0	0
2015.03.23	4454.2	4466.3	4445.5	4445.6	331	0	0
2015.03.24	4444.4	4467.8	4431.0	4431.0	603	0	0
2015.03.25	4437.4	4442.5	4329.3	4329.3	1184	0	0
2015.03.26	4288.2	4340.2	4281.0	4315.3	914	0	0
2015.03.27	4314.6	4342.9	4309.5	4332.9	486	0	0
2015.03.30	4359.8	4384.2	4359.8	4382.8	259	0	0
2015.03.31	4364.2	4377.4	4333.7	4333.7	570	0	0
2015.04.01	4328.2	4334.6	4284.1	4311.3	842	0	0
2015.04.02	4316.2	4327.8	4302.5	4316.0	505	0	0
2015.04.06	4286.2	4361.6	4283.9	4351.0	907	0	0
2015.04.07	4349.3	4379.4	4343.7	4344.1	663	0	0
2015.04.08	4345.2	4382.8	4345.1	4376.0	447	0	0
2015.04.09	4375.8	4405.7	4361.2	4404.0	609	0	0
2015.04.10	4402.0	4422.6	4394.4	4422.0	365	0	0
2015.04.13	4428.1	4448.2	4407.1	4409.2	634	0	0
2015.04.14	4409.3	4418.9	4375.1	4397.7	761	0	0
2015.04.15	4409.7	4435.3	4406.0	4424.5	439	0	0
2015.04.16	4412.2	4427.2	4409.0	4418.8	299	0	0
2015.04.17	4379.6	4390.3	4333.1	4351.8	867	0	0
2015.04.20	4373.7	4423.9	4373.1	4417.4	580	0	0
2015.04.21	4444.5	4448.7	4431.0	4436.0	270	0	0
2015.04.22	4448.6	4466.8	4419.4	4460.8	827	0	0
2015.04.23	4445.2	4496.1	4444.3	4477.1	718	0	0
2015.04.24	4529.7	4543.6	4517.9	4536.8	444	0	0
2015.04.27	4548.5	4562.3	4516.3	4525.0	686	0	0
2015.04.28	4529.4	4537.2	4479.0	4515.3	1024	0	0
2015.04.29	4490.6	4517.0	4464.0	4488.2	1037	0	0
2015.04.30	4459.2	4480.4	4395.1	4414.3	1258	0	0
2015.05.01	4437.7	4479.1	4435.2	4479.1	465	0	0
2015.05.04	4491.2	4510.5	4480.9	4482.6	507	0	0
2015.05.05	4464.2	4472.2	4407.3	4409.4	751	0	0
2015.05.06	4420.3	4430.0	4349.9	4379.8	1198	0	0
2015.05.07	4377.8	4413.7	4373.3	4401.6	571	0	0
2015.05.08	4445.0	4466.2	4441.7	4458.7	354	0	0
2015.05.11	4457.6	4468.8	4437.5	4438.6	437	0	0
2015.05.12	4412.8	4441.4	4380.5	4420.7	1140	0	0
2015.05.13	4436.1	4460.5	4421.8	4426.6	680	0	0
2015.05.14	4461.1	4496.3	4448.4	4495.0	620	0	0
2015.05.15	4505.4	4509.1	4482.6	4494.3	420	0	0
2015.05.18	4487.1	4521.0	4483.8	4513.0	486	0	0
2015.05.19	4514.7	4521.9	4498.5	4503.7	359	0	0
2015.05.20	4505.6	4533.9	4484.5	4505.3	986	0	0
2015.05.21	4499.4	4537.3	4495.4	4529.5	538	0	0
2015.05.22	4522.9	4542.5	4522.6	4527.2	356	0	0
2015.05.26	4516.6	4521.9	4456.8	4473.0	867	0	0
2015.05.27	4488.1	4551.5	4479.7	4546.1	857	0	0
2015.05.28	4537.5	4548.3	4523.6	4535.7	477	0	0
2015.05.29	4532.2	4539.6	4499.7	4508.3	560	0	0
2015.06.01	4530.0	4535.4	4488.2	4521.9	864	0	0
2015.06.02	4503.8	4531.1	4486.2	4508.9	848	0	0
2015.06.03	4531.0	4539.4	4512.4	4519.9	430	0	0
2015.06.04	4501.7	4526.2	4475.1	4487.0	876	0	0
2015.06.05	4483.4	4493.4	4452.3	4477.2	761	0	0
2015.06.08	4476.7	4477.8	4423.8	4431.5	629	0	0
2015.06.09	4421.0	4441.6	4392.5	4427.6	917	0	0
2015.06.10	4440.5	4497.5	4435.3	4485.5	795	0	0
2015.06.11	4498.5	4511.3	4483.8	4488.5	451	0	0
2015.06.12	4467.4	4476.2	4449.2	4453.8	405	0	0
2015.06.15	4416.1	4438.0	4396.1	4432.9	671	0	0
2015.06.16	4428.3	4463.2	4426.2	4455.9	465	0	0
2015.06.17	4465.2	4482.3	4441.3	4469.0	783	0	0
2015.06.18	4483.6	4540.7	4483.6	4531.9	660	0	0
2015.06.19	4538.7	4539.5	4511.2	4513.4	314	0	0
2015.06.22	4541.9	4558.0	4534.8	4544.0	444	0	0
2015.06.23	4549.5	4551.8	4530.0	4548.7	429	0	0
2015.06.24	4542.1	4561.6	4523.9	4524.6	580	0	0
2015.06.25	4540.4	4546.2	4508.7	4514.0	487	0	0
2015.06.26	4514.4	4524.0	4469.2	4484.3	796	0	0
2015.06.29	4433.1	4460.1	4377.2	4379.9	1127	0	0
2015.06.30	4414.9	4420.5	4381.9	4396.8	592	0	0
2015.07.01	4433.8	4445.9	4409.4	4429.2	685	0	0
2015.07.02	4440.2	4445.8	4417.5	4433.4	499	0	0
2015.07.06	4394.4	4444.4	4394.4	4418.7	758	0	0
2015.07.07	4422.8	4434.9	4344.2	4429.1	1752	0	0
