<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.05.01	1884.7	1888.5	1877.5	1884.7	221	0	0
2014.05.02	1884.9	1891.5	1878.0	1880.5	227	0	0
2014.05.05	1881.5	1885.7	1866.5	1883.2	368	0	0
2014.05.06	1883.1	1887.2	1867.7	1868.7	247	0	0
2014.05.07	1868.5	1880.5	1860.0	1878.2	314	0	0
2014.05.08	1878.5	1889.0	1869.5	1873.5	341	0	0
2014.05.09	1873.3	1878.8	1866.8	1877.8	196	0	0
2014.05.12	1880.8	1897.9	1879.6	1897.2	203	0	0
2014.05.13	1897.5	1902.2	1896.0	1897.7	123	0	0
2014.05.14	1898.0	1901.0	1885.7	1889.0	217	0	0
2014.05.15	1888.7	1891.7	1862.0	1870.0	408	0	0
2014.05.16	1869.9	1878.5	1864.2	1877.7	209	0	0
2014.05.19	1880.1	1885.7	1868.7	1883.2	310	0	0
2014.05.20	1883.4	1887.2	1867.7	1870.0	257	0	0
2014.05.21	1870.3	1889.2	1869.3	1886.5	237	0	0
2014.05.22	1886.7	1896.2	1885.5	1893.0	152	0	0
2014.05.23	1892.7	1901.5	1892.0	1899.5	123	0	0
2014.05.26	1901.2	1907.0	1899.5	1905.2	111	0	0
2014.05.27	1905.0	1912.2	1904.5	1910.9	96	0	0
2014.05.28	1910.7	1915.9	1906.7	1911.3	179	0	0
2014.05.29	1910.8	1920.0	1909.5	1919.0	129	0	0
2014.05.30	1918.7	1924.0	1916.2	1922.0	124	0	0
2014.06.02	1922.6	1925.9	1915.4	1922.6	211	0	0
2014.06.03	1922.8	1925.2	1917.9	1923.4	141	0	0
2014.06.04	1923.7	1928.3	1917.7	1926.8	182	0	0
2014.06.05	1926.6	1942.0	1922.6	1939.9	256	0	0
2014.06.06	1939.6	1950.4	1939.6	1950.2	111	0	0
2014.06.09	1949.9	1955.5	1946.7	1949.5	173	0	0
2014.06.10	1949.7	1953.0	1944.0	1951.0	168	0	0
2014.06.11	1950.7	1950.7	1939.7	1944.8	162	0	0
2014.06.12	1945.0	1948.3	1925.5	1930.8	315	0	0
2014.06.13	1931.0	1937.5	1927.0	1936.5	156	0	0
2014.06.16	1933.9	1941.3	1927.3	1937.9	241	0	0
2014.06.17	1937.8	1943.5	1931.7	1942.2	193	0	0
2014.06.18	1942.0	1958.5	1938.0	1957.5	256	0	0
2014.06.19	1957.2	1960.5	1952.0	1957.0	169	0	0
2014.06.20	1957.2	1964.5	1956.2	1961.2	127	0	0
2014.06.23	1961.5	1968.0	1958.5	1959.4	170	0	0
2014.06.24	1959.5	1968.2	1948.2	1950.2	308	0	0
2014.06.25	1950.0	1961.0	1945.7	1957.2	235	0	0
2014.06.26	1956.9	1959.9	1943.9	1956.9	321	0	0
2014.06.27	1956.8	1961.6	1950.4	1960.1	192	0	0
2014.06.30	1960.1	1964.4	1955.9	1961.3	159	0	0
2014.07.01	1961.6	1979.0	1961.1	1973.6	239	0	0
2014.07.02	1973.9	1977.2	1971.9	1974.7	99	0	0
2014.07.03	1975.0	1985.5	1973.5	1983.7	154	0	0
2014.07.04	1983.5	1984.7	1982.0	1983.0	50	0	0
2014.07.07	1983.5	1984.7	1974.2	1976.5	141	0	0
2014.07.08	1976.7	1976.7	1959.2	1966.7	251	0	0
2014.07.09	1967.0	1974.5	1964.7	1973.2	135	0	0
2014.07.10	1973.5	1974.0	1951.7	1963.0	342	0	0
2014.07.11	1963.2	1969.5	1959.0	1968.2	161	0	0
2014.07.14	1969.5	1979.8	1969.2	1976.8	140	0	0
2014.07.15	1976.7	1982.3	1964.7	1974.0	326	0	0
2014.07.16	1974.2	1983.7	1973.0	1977.2	185	0	0
2014.07.17	1977.0	1982.0	1948.5	1949.2	393	0	0
2014.07.18	1949.4	1980.0	1949.0	1977.5	340	0	0
2014.07.21	1977.0	1977.2	1965.0	1971.7	192	0	0
2014.07.22	1971.9	1986.4	1971.7	1979.9	215	0	0
2014.07.23	1979.7	1989.4	1979.7	1986.7	125	0	0
2014.07.24	1986.6	1991.7	1982.9	1984.1	152	0	0
2014.07.25	1983.9	1986.4	1973.9	1977.0	182	0	0
2014.07.28	1973.7	1981.7	1966.7	1979.0	248	0	0
2014.07.29	1979.2	1985.2	1967.5	1969.4	257	0	0
2014.07.30	1969.7	1979.2	1962.0	1970.1	341	0	0
2014.07.31	1969.9	1970.1	1928.9	1932.6	452	0	0
2014.08.01	1932.9	1937.4	1915.6	1923.4	342	0	0
2014.08.04	1927.1	1942.6	1920.1	1935.9	363	0	0
2014.08.05	1936.0	1938.4	1913.0	1920.7	356	0	0
2014.08.06	1920.5	1928.2	1908.0	1918.6	386	0	0
2014.08.07	1918.3	1930.1	1904.2	1910.0	436	0	0
2014.08.08	1909.7	1932.5	1895.0	1928.0	568	0	0
2014.08.11	1930.3	1944.8	1928.3	1938.0	254	0	0
2014.08.12	1938.1	1942.3	1927.6	1935.7	271	0	0
2014.08.13	1935.5	1949.7	1934.2	1948.2	184	0	0
2014.08.14	1948.0	1958.2	1945.5	1956.5	170	0	0
2014.08.15	1956.6	1964.2	1940.7	1956.0	465	0	0
